State,City,Income,Poverty,Highschool
KS,Valley Falls,37847.0,13.4,87.5
PA,Fairdale CDP,35458.0,16.1,85.0
UT,Salem,76909.0,8.7,96.3
IA,Fredonia,48958.0,19.6,65.3
AR,Lonsdale town,51250.0,0.8,94.6
TX,Hooks,32650.0,29.8,84.6
NY,Canaseraga village,29875.0,29.7,87.3
MD,Zihlman CDP,48750.0,10.1,91.9
CO,Englewood,47046.0,16.5,88.1
IL,East Galesburg village,50938.0,10.1,90.6
NY,Scottsburg CDP,60500.0,13.8,97.0
NM,Madrone CDP,26250.0,29.6,55.3
NE,Republican village,36786.0,9.5,90.8
MN,Millville,56250.0,6.9,88.8
SC,Great Falls town,27887.0,28.2,72.0
NY,Glasco CDP,54459.0,11.8,80.0
GA,Norwood,26250.0,19.9,46.6
FL,Eastpoint CDP,38537.0,25.7,74.4
IL,Greenwood village,58125.0,16.5,87.8
MN,Sauk Centre,50476.0,12.5,89.2
MO,Oakland,105125.0,1.7,93.4
WI,Hartland village,66721.0,5.5,94.7
NE,Cushing village,29375.0,26.4,100.0
MO,Westwood village,118750.0,2.0,99.5
OH,Brook Park,47906.0,9.5,86.2
OH,Defiance,44393.0,18.3,89.6
MO,Kennett,30426.0,30.5,72.5
MN,Norcross,60417.0,4.3,78.4
MI,Lake Isabella village,63947.0,10.5,94.5
PA,Roseville borough,48000.0,15.7,94.3
WI,Chili CDP,44167.0,18.0,85.7
AR,Grubbs,37656.0,13.1,78.9
NV,Cal-Nev-Ari CDP,24444.0,0.0,71.5
CA,Downey,62897.0,11.4,76.1
WI,Greenbush CDP,60714.0,0.0,90.9
WI,Holcombe CDP,29583.0,16.8,77.9
OH,Bellville village,46282.0,4.3,93.2
WI,Hollandale village,60000.0,5.9,94.1
OH,Hollansburg village,34500.0,14.9,83.3
NJ,Milltown borough,101685.0,9.3,96.6
NH,Gorham CDP,53077.0,7.4,92.0
OR,Coburg,52679.0,13.0,94.6
NY,Great River CDP,128214.0,3.1,97.8
AL,Winfield,40654.0,13.3,86.8
IL,Anchor village,47813.0,11.7,84.2
NY,Oneida,46149.0,17.3,87.3
KY,Benham,35446.0,25.1,82.8
SC,McCormick town,23450.0,28.4,70.9
IA,Riceville,39896.0,8.3,90.1
IA,Gibson,37500.0,14.0,95.0
IA,Prairieburg,44063.0,5.1,81.9
MI,Croswell,35938.0,20.2,85.5
AZ,Wintersburg CDP,68702.0,0.0,100.0
NJ,Stockton borough,90938.0,5.5,97.4
KY,Utica CDP,49000.0,0.0,100.0
OH,Millfield CDP,23438.0,3.1,78.7
OR,Aloha CDP,65765.0,14.9,88.1
MO,Winfield,48750.0,23.9,83.5
TX,Llano Grande CDP,31013.0,26.9,53.6
KY,Kenton Vale,35938.0,15.1,82.2
FL,Ferry Pass CDP,40648.0,17.8,93.1
IL,Ullin village,20781.0,26.6,72.6
NY,Amagansett CDP,93750.0,2.6,96.6
TX,Granger,43542.0,21.7,79.7
MN,Northome,27727.0,35.4,86.7
CO,Leadville North CDP,60676.0,9.9,91.2
NY,New Hempstead village,107875.0,3.2,89.8
NC,Elkin town,38389.0,17.4,80.5
MS,Senatobia,41337.0,19.4,77.0
TX,Eastland,33750.0,11.8,81.6
TX,Lake Dunlap CDP,50833.0,13.5,87.7
IL,Eureka,55337.0,8.0,94.3
MN,Graceville,55250.0,8.8,89.1
MO,Whitewater town,32500.0,17.2,79.2
KS,Edmond,43750.0,0.0,100.0
VA,Christiansburg town,52979.0,10.5,93.2
PA,Pleasant Hill CDP,52500.0,22.4,91.3
IN,Grandview town,36750.0,30.3,84.9
UT,Plain,81027.0,1.2,96.3
FL,Bushnell,30067.0,27.9,79.0
TX,Italy town,41500.0,13.9,83.5
WI,Hortonville village,59417.0,3.8,94.9
NM,Boles Acres CDP,42500.0,13.0,89.7
FL,West Park,37908.0,20.4,77.7
OR,Oatfield CDP,69744.0,9.2,94.4
KS,Coffeyville,31486.0,26.2,83.4
CA,Tupman CDP,36250.0,42.1,59.3
TX,Nederland,57260.0,8.5,94.2
WA,Vashon CDP,71820.0,5.8,95.0
NE,St. Libory CDP,70625.0,4.7,88.2
LA,Shenandoah CDP,88990.0,4.8,96.1
PA,Conyngham borough,63500.0,5.6,99.5
VA,Dulles Town Center CDP,89392.0,10.9,93.5
IL,Sheldon village,36827.0,30.7,83.0
IA,Exline,33333.0,14.1,73.8
ID,Culdesac,28000.0,32.1,83.4
PA,Grantley CDP,94444.0,2.4,96.5
PA,Linntown CDP,67679.0,0.8,97.4
AR,Pangburn,33750.0,25.2,81.1
MS,Flora town,30164.0,44.7,85.7
CO,Peoria CDP,127500.0,3.9,83.9
ID,Pierce,37125.0,13.1,84.3
LA,Prien CDP,80122.0,8.0,90.7
MO,Pollock village,22500.0,40.0,68.4
PA,State Line CDP,65105.0,8.2,85.0
OH,Martinsburg village,42639.0,10.1,86.1
TX,Port Isabel,31765.0,32.8,65.8
MN,Mantorville,60735.0,5.7,96.6
NC,JAARS CDP,49148.0,23.0,96.7
OH,Burton village,44792.0,14.6,89.7
PA,Shippensburg borough,31537.0,27.2,85.0
NC,Rockwell town,42500.0,9.9,88.0
NH,Wilton CDP,50565.0,5.4,90.8
CA,Burney CDP,32105.0,23.8,81.2
TX,Havana CDP,36643.0,35.3,68.5
AL,Demopolis,27656.0,31.0,89.1
MO,Memphis,33464.0,23.1,86.6
CA,Ukiah,39634.0,26.5,83.5
AR,West Fork,44006.0,7.6,88.2
MT,St. Regis CDP,54167.0,37.9,83.5
AL,Needham town,56458.0,1.9,83.7
WY,Manville town,24063.0,23.9,63.0
NV,Fallon Station CDP,37188.0,3.0,98.4
AL,Goodwater town,23809.0,32.2,71.6
AZ,St. Johns,39348.0,18.3,84.7
MO,Josephville village,68750.0,3.0,92.9
PA,Addison borough,44375.0,8.9,86.5
MO,Revere town,41458.0,13.3,85.5
NJ,North Cape May CDP,51399.0,5.1,90.3
FL,Forest CDP,56563.0,12.6,91.6
IN,Corydon town,32044.0,28.2,84.9
MA,Marshfield CDP,73036.0,7.9,94.2
LA,Singer CDP,65181.0,18.8,100.0
TX,La Paloma CDP,30000.0,26.7,37.6
NY,Dundee village,40214.0,16.2,86.0
CA,Monterey,66166.0,9.1,94.3
IA,Monona,48209.0,8.7,89.5
PA,Dewart CDP,64111.0,5.1,86.6
PA,Avoca borough,51500.0,9.8,91.9
TX,Carthage,47163.0,17.6,81.7
AZ,Arizona Village CDP,35625.0,33.7,72.4
IA,Brayton,37321.0,11.4,85.9
VA,Falls Church,120522.0,2.7,97.7
WA,Winthrop town,40938.0,17.0,94.0
MT,Opheim town,31964.0,19.7,98.0
CA,Mountain Ranch CDP,36994.0,18.9,96.5
OH,Springfield,32066.0,29.0,82.4
WI,Ladysmith,35606.0,20.1,88.3
VA,Groveton CDP,82522.0,10.6,78.5
NE,Wymore,35950.0,14.0,86.4
NC,Spruce Pine town,31301.0,26.5,78.4
MN,Sunburg,48333.0,9.8,85.7
TX,Highland Village,135404.0,2.2,97.3
CO,Basalt town,69583.0,6.4,93.3
MN,Northfield,57866.0,10.1,94.5
MO,Mountain View,22724.0,30.2,82.0
FL,South Sarasota CDP,49432.0,12.6,95.4
MN,Clear Lake,77222.0,8.7,94.1
OK,Owasso,65881.0,7.9,92.4
TX,Runge town,36016.0,22.1,65.9
PA,Stroudsburg borough,31790.0,34.7,83.4
VA,Hollins CDP,58687.0,8.5,87.4
FL,Charlotte Park CDP,37458.0,6.7,90.2
GA,Berlin,30192.0,21.1,73.5
NJ,Cliffside Park borough,60979.0,12.5,87.9
PA,Brentwood borough,51685.0,8.3,93.3
IA,Danbury,43906.0,8.1,87.6
CA,Paradise town,44923.0,16.0,91.2
CA,Keyes CDP,42735.0,31.1,68.5
FL,Westview CDP,33520.0,21.8,78.1
IL,Barrington village,116062.0,6.3,95.7
FL,Pretty Bayou CDP,54063.0,9.6,89.5
IA,Drakesville,30625.0,14.7,84.5
AR,Humnoke,39844.0,15.7,76.1
AR,Sparkman,26607.0,23.5,65.5
MO,Glendale,120653.0,1.2,100.0
LA,New Iberia,39061.0,23.3,76.0
MA,Taunton,53058.0,12.4,82.1
WI,Mountain CDP,32500.0,23.9,79.3
IL,Tamms village,23333.0,33.6,66.9
IA,Windsor Heights,57627.0,15.6,96.4
MN,Sherburn,46086.0,11.4,91.9
TX,Winters,36076.0,23.6,66.4
IA,Truesdale,40000.0,23.0,80.8
SC,Five Forks CDP,115050.0,1.5,96.4
WI,Maple Bluff village,130577.0,1.4,99.6
NC,Chadbourn town,25871.0,33.5,76.1
TX,Deweyville CDP,39310.0,3.1,93.8
AZ,Flowing Wells CDP,34138.0,23.7,84.4
SD,Lane town,49250.0,43.3,81.5
VA,Atlantic CDP,80044.0,4.6,86.1
MO,Humphreys village,31731.0,13.0,56.9
NE,Diller village,58125.0,8.7,96.6
OK,Connerville CDP,50300.0,15.9,84.1
FL,Canal Point CDP,36553.0,19.9,80.5
FL,Alafaya CDP,63449.0,12.4,93.9
MO,Ethel town,16875.0,60.8,86.0
ND,Starkweather,55000.0,19.5,96.1
AL,Valley,39531.0,18.5,84.9
MI,Allendale CDP,44610.0,27.4,92.5
FL,Cortez CDP,50477.0,8.5,93.7
MN,Fairmont,47428.0,12.7,85.6
OH,New Hampshire CDP,36736.0,2.0,89.1
IA,University Park,46719.0,13.0,91.4
IA,Cedar Falls,55808.0,18.5,95.4
FL,Pittman CDP,72000.0,22.6,100.0
OR,Phoenix,32035.0,25.8,89.1
MN,Warren,50357.0,9.4,83.5
IN,Milton town,45000.0,31.7,82.1
CA,Cressey CDP,50625.0,26.3,76.5
FL,Williston Highlands CDP,47365.0,9.0,89.7
PA,Paris CDP,56738.0,6.8,88.4
KY,Marion,28909.0,29.0,77.5
NY,Homer village,47083.0,11.1,92.8
NY,Kings Point village,113160.0,6.5,88.6
AR,Tollette town,27250.0,14.3,86.2
KY,Spring Mill,78750.0,3.8,96.6
MI,Luther village,27500.0,37.0,72.3
MN,New York Mills,38854.0,12.7,88.2
OR,Siletz,37083.0,24.5,83.8
MO,Vienna,38482.0,6.7,81.9
VA,Massanetta Springs CDP,76779.0,2.0,94.1
WV,Junior town,32222.0,23.1,67.6
NE,Thayer village,62500.0,3.4,86.8
MO,Walnut Grove,32273.0,24.1,81.3
IL,Indian Creek village,140313.0,1.6,98.6
OH,Elgin village,43750.0,15.6,89.3
MO,Rhineland town,29063.0,23.1,94.0
GA,Hiram,49757.0,12.0,90.1
NC,Dublin town,30800.0,28.0,75.1
AZ,Komatke CDP,26146.0,64.5,58.5
CO,Bethune town,37500.0,19.9,75.9
WY,Cody,53944.0,8.6,93.0
PA,Gap CDP,71625.0,4.9,89.8
IL,Mansfield village,45000.0,11.6,90.1
IA,Nichols,51250.0,8.1,86.8
MA,Holland CDP,73214.0,6.5,93.3
CA,West Rancho Dominguez CDP,47881.0,20.3,71.0
GA,Winder,42611.0,19.8,78.0
MN,Cosmos,29423.0,12.6,90.5
MO,Coffey,32500.0,55.6,78.6
MI,Alpena,34087.0,24.3,89.6
WV,Triadelphia town,29063.0,21.6,93.7
MD,Cordova CDP,73000.0,2.5,90.0
NV,Dyer CDP,32250.0,24.6,86.4
WI,Lac La Belle village,154375.0,1.3,99.1
MO,Chamois,26750.0,29.8,82.6
MN,Wilmont,45000.0,10.2,87.3
AR,Bluff town,22083.0,11.9,75.0
NC,Woodlawn CDP,80060.0,6.2,90.8
OH,Rosewood CDP,77788.0,2.9,86.4
PA,Palmyra borough,50786.0,8.5,90.9
SC,Barnwell,22672.0,40.3,79.9
IL,West Chicago,69071.0,15.2,73.0
NC,Black Creek town,34028.0,31.5,81.2
NM,Bayard,30081.0,28.2,75.4
IL,New Grand Chain village,46250.0,11.6,86.3
IA,Elkport,30250.0,46.7,58.8
IL,Riverwoods village,174145.0,3.3,97.6
KY,Eddyville,28594.0,26.7,82.4
ND,Davenport,67500.0,6.3,92.5
AZ,Wall Lane CDP,30000.0,34.1,39.6
PA,Chapman borough,53750.0,14.5,89.2
PA,Spring Hill CDP,50278.0,19.3,94.4
WA,Mabton,37315.0,27.6,44.0
TX,Monte Alto CDP,23611.0,48.6,56.8
WV,Brandywine CDP,27679.0,23.5,60.9
IA,Oakland Acres,82083.0,1.8,100.0
ND,Mott,46579.0,17.3,88.7
MN,Deer River,26875.0,16.8,86.7
WV,Bethany town,56364.0,4.1,95.2
WV,Addison (Webster Springs) town,35595.0,17.8,79.8
CA,Amesti CDP,49015.0,12.8,71.7
HI,Urban Honolulu CDP,61442.0,12.0,88.2
PA,Gordonville CDP,41458.0,19.6,79.9
IN,Shipshewana town,40083.0,12.8,72.3
IA,Williams,52000.0,7.0,94.9
MO,Brandsville,15833.0,54.1,74.7
FL,Brownsdale CDP,62813.0,10.8,89.5
CO,Steamboat Springs,56125.0,10.9,96.7
NY,Fultonville village,39758.0,13.3,84.3
IL,Bonnie village,42404.0,10.7,87.2
MI,Plainwell,43750.0,18.6,89.6
TN,Henderson,33850.0,33.3,76.8
WA,Quincy,48222.0,24.6,55.7
GA,Vernonburg town,140156.0,2.4,99.0
OH,Thornport CDP,44722.0,2.6,95.2
HI,Lanai CDP,54023.0,9.4,86.7
CO,Wiggins town,48000.0,15.7,80.8
NY,Woodbury village,127660.0,5.3,94.6
PA,Loganville borough,67375.0,6.5,90.5
TN,Oak Grove CDP (Washington County),40694.0,22.1,89.8
MA,Plymouth CDP,50972.0,10.5,93.1
PA,Bigler CDP,48063.0,30.4,79.4
WY,Worland,41523.0,15.3,85.6
MS,Plantersville town,37262.0,18.7,81.2
MO,Bel-Nor village,66167.0,9.2,94.5
IL,Poplar Grove village,57404.0,13.4,92.9
OH,North Perry village,63750.0,7.5,94.1
OK,Custer town,27159.0,32.8,82.6
MT,Choteau,38529.0,13.3,92.3
AK,Northway Junction CDP,57500.0,46.9,93.3
WI,Chelsea CDP,40625.0,3.7,79.2
IL,Cambridge village,54821.0,8.1,90.8
CA,Tuttletown CDP,49261.0,1.5,100.0
NM,Gila CDP,44306.0,14.8,85.1
FL,Hilliard town,48825.0,20.7,80.9
MN,Kandiyohi,44722.0,7.1,93.8
AL,Allgood town,42009.0,27.7,48.1
CA,Bell Canyon CDP,208571.0,3.9,99.2
TX,Meridian,35188.0,25.9,72.7
WV,Switzer CDP,24871.0,26.4,72.1
MT,Trego CDP,34688.0,22.3,86.1
WA,La Conner town,40455.0,10.4,98.6
FL,Immokalee CDP,26684.0,43.9,41.3
NY,Centereach CDP,94432.0,5.3,93.0
NY,Alden village,52005.0,11.2,96.2
IL,Woodhull village,57188.0,13.3,94.8
MD,Antietam CDP,111202.0,18.8,100.0
OH,Eldorado village,44531.0,14.4,91.2
PA,Flying Hills CDP,55461.0,6.5,92.9
IL,Morrison,44577.0,7.5,88.2
OH,Zoar village,45417.0,8.5,98.3
NE,Dix village,36500.0,25.8,83.6
TN,White Pine town,31285.0,20.1,72.7
LA,Grand Point CDP,73217.0,11.4,93.2
SD,Kimball,42386.0,9.9,86.7
MN,Marietta,36250.0,17.3,88.5
MO,Triplett,31250.0,22.2,93.8
NE,Cairo village,57115.0,6.6,90.9
GA,Forsyth,22899.0,37.1,71.6
TX,Asherton,29868.0,26.6,54.6
MT,Clancy CDP,75000.0,8.1,92.2
AL,Hillsboro town,34712.0,17.6,74.6
ND,Carrington,52163.0,9.2,86.9
TX,New Boston,29221.0,28.4,85.3
TX,Andrews,71182.0,13.5,75.3
MN,Minneiska,63750.0,6.1,97.7
MS,Prentiss town,30433.0,37.6,75.7
WA,Bellevue,94638.0,7.9,95.4
NE,Primrose village,46563.0,5.1,96.4
TX,Batesville CDP,10307.0,47.3,39.9
PA,Lewisberry borough,51635.0,10.7,90.1
NC,Elrod CDP,20139.0,37.3,82.6
PA,Williamstown borough,47313.0,9.0,87.1
IL,Palos Park village,77546.0,3.8,95.9
TX,Latexo,31364.0,22.6,84.2
TX,Mission Bend CDP,60135.0,12.3,80.3
WY,Albin town,40875.0,29.6,79.1
OR,Pine Hollow CDP,37300.0,18.6,89.7
OH,Salem Heights CDP,78549.0,2.8,95.3
OH,Johnstown village,56210.0,5.3,89.1
HI,Paia CDP,71250.0,7.5,93.2
TX,Cloverleaf CDP,40622.0,28.2,60.0
WA,Metaline town,58750.0,3.9,100.0
NE,Dakota,56711.0,15.2,77.2
NJ,Turnersville CDP,100298.0,0.6,97.8
NY,Duane Lake CDP,115441.0,0.0,100.0
SC,Vance town,17292.0,45.1,88.3
WI,Black Creek village,52708.0,14.7,94.7
IA,High Amana CDP,42232.0,0.0,100.0
MA,Wilmington CDP,100862.0,3.0,95.4
AZ,Avondale,55100.0,18.6,79.0
CO,Timnath town,80694.0,5.8,98.5
MD,Edgewood CDP,56021.0,14.7,90.9
FL,LaBelle,40268.0,26.1,66.7
NM,Chamita CDP,26964.0,29.2,61.9
OH,Celina,41040.0,11.9,90.1
NJ,Palisades Park borough,64726.0,9.9,86.1
IL,Northlake,53170.0,15.4,71.7
PA,Bolivar borough,45938.0,11.2,89.9
WI,Cornell,36406.0,18.5,83.9
IA,Andrew,44583.0,12.7,83.7
TX,Whiteface town,42500.0,11.1,82.9
OH,Englewood,55486.0,10.2,93.4
TX,Bellville,50577.0,6.7,87.6
CA,Twentynine Palms,41582.0,17.9,89.9
NJ,Springdale CDP,123088.0,2.7,95.8
GA,Chattanooga Valley CDP,41618.0,15.9,78.3
SC,Stateburg CDP,81607.0,7.2,92.1
NJ,Woodcliff Lake borough,139857.0,1.7,96.4
AR,Horseshoe Bend,26528.0,28.2,85.5
WA,Pomeroy,42216.0,12.6,94.0
MA,Madaket CDP,120938.0,2.7,100.0
KS,Phillipsburg,41546.0,7.3,89.7
AZ,Avra Valley CDP,49902.0,13.3,87.2
HI,Kualapuu CDP,43750.0,16.5,89.1
MO,La Due village,30250.0,41.8,50.0
NE,Venice CDP,46172.0,0.0,100.0
UT,Midvale,50614.0,16.6,87.5
WA,Waverly town,51042.0,2.5,96.2
NY,Cortland,40025.0,24.0,88.7
AZ,Prescott,44846.0,15.5,92.8
ND,Bismarck,58901.0,9.6,92.8
MN,Clarkfield,41063.0,14.4,88.7
PA,Tatamy borough,70568.0,1.5,96.5
MS,Hollandale,23333.0,47.5,68.4
WA,Deep River CDP,34539.0,19.2,91.8
NJ,Manasquan borough,93200.0,5.9,97.7
IN,Newport town,47625.0,4.5,87.5
AK,Savoonga,33661.0,48.4,61.4
OK,Peggs CDP,41691.0,15.6,84.2
IN,Williamsport town,41250.0,13.1,81.9
AR,Stamps,25848.0,30.2,83.1
MT,Belfry CDP,38250.0,27.9,95.1
IL,Zeigler,34036.0,24.2,82.8
NE,St. Helena village,50938.0,9.4,87.5
TN,Petros CDP,30556.0,22.6,76.7
AR,Gillham town,35208.0,40.0,80.5
GA,Camak town,46125.0,15.5,86.3
MO,Millard village,35000.0,39.4,72.9
FL,Siesta Key CDP,80022.0,7.7,98.2
IL,Darien,80048.0,6.0,95.5
PA,Leeper CDP,17500.0,32.1,98.6
MO,Kingdom village,36103.0,17.0,73.9
MN,Atwater,46905.0,18.5,89.7
AL,Brewton,31033.0,27.8,84.5
CA,Cypress,81738.0,7.3,92.0
NC,China Grove town,40772.0,28.4,77.1
CO,Cherry Hills Village,237569.0,2.1,99.4
MS,Philadelphia,30911.0,30.8,76.0
VA,Chase Crossing CDP,47125.0,7.8,62.5
AR,Humphrey,34318.0,11.7,83.0
TN,Livingston town,29978.0,30.2,74.1
PA,Wallenpaupack Lake Estates CDP,58026.0,14.8,93.6
NC,Southmont CDP,67114.0,13.3,72.4
IL,Dwight village,60049.0,13.6,90.7
SD,Arlington,47679.0,11.4,87.4
ME,Ellsworth,44556.0,15.5,94.8
TX,Gregory,47543.0,24.1,61.7
GA,Deepstep town,73750.0,1.3,91.6
WA,Chehalis,34379.0,20.1,86.5
MO,Amazonia village,35000.0,17.8,75.7
NY,Malden-on-Hudson CDP,34434.0,0.0,76.1
AZ,Eagar town,50675.0,18.0,89.2
IL,Cave-In-Rock village,26250.0,30.7,72.0
MO,St. Paul,97750.0,5.6,96.1
PA,Monongahela,45150.0,17.9,89.0
MN,Blackduck,29063.0,23.2,92.3
NM,Paguate CDP,23929.0,19.8,94.1
IN,New Chicago town,38879.0,22.3,77.3
MI,Grosse Pointe Woods,92014.0,4.6,97.4
IA,Grand River,24844.0,25.1,82.7
NJ,Millville,49133.0,17.5,86.7
MI,Millington village,34722.0,20.3,91.8
NY,Andover village,48438.0,9.5,94.3
ND,Grace,50000.0,20.7,95.1
PA,Thompsontown borough,39779.0,14.6,82.9
UT,Central CDP,38077.0,11.9,96.5
IL,Libertyville village,115709.0,4.3,96.8
WI,Cable CDP,21250.0,23.3,86.2
IN,Brookville town,38333.0,16.0,85.4
TX,Piney Point Village,250000.0,3.9,99.2
IA,Reasnor,38750.0,13.0,89.1
VA,Riverview CDP,32672.0,17.7,62.0
NY,Attica village,54265.0,10.4,90.7
GA,Talmo town,59375.0,8.9,82.9
IA,Moville,56250.0,5.6,97.0
MO,Centerview,31250.0,23.6,83.8
AR,Johnson,47135.0,14.8,82.4
MN,Melrose,39359.0,14.6,79.3
IL,Broughton village,23750.0,63.4,59.3
GA,McRae-Helena,28177.0,30.9,66.5
TX,Estelline town,63750.0,9.2,71.2
CA,Lockeford CDP,44244.0,20.7,76.3
MN,Racine,60833.0,10.5,94.4
NM,Beclabito CDP,42500.0,19.9,80.1
OH,Rosemount CDP,52589.0,16.6,89.7
NC,Chocowinity town,24375.0,21.0,85.8
MO,Kingston,25357.0,27.6,85.0
TN,Alamo town,35441.0,21.9,76.1
OK,Drumright,35964.0,15.8,84.9
NJ,Mountain Lakes borough,164432.0,3.2,98.1
OK,Paden town,34167.0,26.5,84.1
AZ,Brenda CDP,57708.0,11.0,77.9
MO,Osage Beach,42971.0,23.9,89.6
WI,Patch Grove village,47500.0,7.0,91.1
FL,The Villages CDP,56672.0,4.8,95.4
NC,Liberty town,35398.0,23.7,75.6
PA,Monaca borough,41239.0,11.2,90.9
FL,Pierson town,33839.0,26.6,62.2
KS,Ellinwood,49432.0,18.3,84.7
MN,Janesville,59340.0,8.4,92.9
OK,Allen town,38667.0,25.8,84.0
UT,Mayfield town,60139.0,12.0,97.2
TX,Rockport,47865.0,20.7,87.7
PA,Seltzer CDP,40795.0,8.6,86.9
TX,Westway CDP,25930.0,44.9,42.4
CO,Holyoke,43419.0,18.1,84.6
AZ,Willow Valley CDP,33591.0,14.7,85.4
TX,McDade CDP,67045.0,20.0,73.8
AR,Monticello,25123.0,39.2,81.6
WI,Mequon,101986.0,3.6,98.7
TX,Edgewood town,29803.0,21.8,78.6
ID,Mackay,42083.0,27.6,97.0
NY,Lewiston village,53704.0,6.8,96.8
IN,Terre Haute,31817.0,27.4,84.4
KY,Maceo CDP,42344.0,12.6,95.4
NY,Oakfield village,52702.0,10.0,86.6
CA,San Bruno,83888.0,6.2,89.2
AR,Pindall town,25000.0,28.6,80.9
IA,Arcadia,54010.0,5.1,92.3
IA,Larchwood,54205.0,5.5,90.4
NY,Island Park village,59254.0,17.0,91.1
MD,Benedict CDP,73125.0,0.0,75.5
OR,Hubbard,53992.0,20.2,72.4
TX,Westlake town,193125.0,5.1,96.8
CT,Willimantic CDP,34444.0,28.2,74.9
NY,Albany,40949.0,26.8,89.6
WY,Granger town,60417.0,9.3,86.4
CO,Kersey town,55179.0,11.0,76.0
AK,Silver Springs CDP,85341.0,7.7,90.7
LA,Westminster CDP,85718.0,10.3,99.5
NM,Willard village,20625.0,33.5,76.3
IA,Curlew,31429.0,12.7,98.0
FL,Golf village,121000.0,2.4,100.0
WI,Neillsville,38828.0,10.6,88.4
IL,Hanaford village,32750.0,29.6,93.0
KY,Masonville CDP,68618.0,2.1,91.4
MN,Willow River,43333.0,11.1,87.3
WI,Winneconne village,58413.0,5.6,95.5
NM,University Park CDP,12344.0,70.8,100.0
KY,Clay,41199.0,13.8,81.3
KY,Clay,41199.0,13.8,58.4
KY,Clay,41199.0,52.7,81.3
KY,Clay,41199.0,52.7,58.4
KY,Clay,16250.0,13.8,81.3
KY,Clay,16250.0,13.8,58.4
KY,Clay,16250.0,52.7,81.3
KY,Clay,16250.0,52.7,58.4
FL,Medley town,27857.0,20.9,68.0
PA,Hereford CDP,49545.0,7.9,82.2
NY,Alexandria Bay village,40156.0,17.8,86.6
MI,Walled Lake,50479.0,8.0,91.4
NJ,Erma CDP,76622.0,7.8,89.4
WA,Longview,38498.0,22.7,86.7
PA,Forestville CDP,44375.0,7.7,86.6
AR,Colt,27656.0,29.6,70.0
WI,Slinger village,70503.0,8.6,94.1
MI,Adrian,31805.0,29.6,82.1
ND,Hankinson,47721.0,16.1,87.1
UT,Big Water town,51250.0,18.2,93.7
AK,Dot Lake Village CDP,20625.0,25.9,64.9
NC,Archdale,50420.0,10.5,81.4
PA,Green Tree borough,66078.0,4.6,96.7
FL,Miami Springs,53688.0,12.3,84.9
OR,Detroit,44792.0,5.9,100.0
IL,Strasburg village,51563.0,13.8,96.5
OH,New Franklin,67142.0,4.9,91.9
SC,Liberty,26985.0,21.7,79.3
NE,Sutton,51288.0,5.4,83.9
SD,Ortley town,45833.0,25.0,90.0
MN,Hopkins,50252.0,15.1,91.4
WI,Hixton village,50455.0,10.6,94.5
IA,Stuart,38250.0,21.2,87.9
KS,Claflin,54792.0,4.5,91.5
IA,Chelsea,41000.0,9.0,68.4
LA,Sunset town,36830.0,24.6,83.2
FL,Roeville CDP,38333.0,30.1,92.2
NY,East Moriches CDP,96685.0,5.8,95.6
CA,Union,85521.0,8.1,87.8
AL,Goshen town,40132.0,31.9,71.2
LA,Clarks village,23008.0,36.3,52.6
IA,Stanton,61458.0,4.0,92.7
HI,Hawi CDP,63354.0,18.1,89.4
NC,Cooleemee town,34125.0,21.8,78.5
KY,Hazel Green CDP,26728.0,34.8,81.0
KS,Leawood,139384.0,2.9,99.2
LA,Estelle CDP,49473.0,15.3,76.5
MI,Almont village,46111.0,7.1,89.7
OK,Fitzhugh town,52188.0,10.2,94.7
MO,King,39152.0,22.3,93.2
TX,Shamrock,41610.0,19.4,81.2
OH,Ottawa village,49549.0,8.1,89.9
OK,Edmond,71974.0,10.1,95.9
VA,Dendron town,50000.0,4.3,88.3
NC,Durham,50420.0,19.2,87.1
ME,Littlejohn Island CDP,95250.0,0.0,100.0
NE,Alvo village,41429.0,11.2,93.2
ME,Winter Harbor CDP,37188.0,19.8,85.7
KY,Middletown,65041.0,9.3,96.3
MD,Downsville CDP,57102.0,4.6,80.6
NY,Noyack CDP,77988.0,11.6,91.0
WA,Kittitas,39803.0,17.4,86.6
MO,Wortham CDP,36750.0,63.7,100.0
FL,Jacksonville Beach,62229.0,8.7,96.2
IL,Candlewick Lake CDP,52451.0,10.0,93.4
WA,North Sultan CDP,105875.0,4.0,100.0
MN,Leonard,41875.0,0.0,65.6
TX,Somerset,45568.0,19.9,76.5
CT,New Milford CDP,50820.0,12.5,84.8
LA,Jonesville town,24063.0,37.8,75.2
MT,Little Browning CDP,35208.0,43.3,90.5
NY,Ballston Spa village,60989.0,7.7,96.2
CA,Callender CDP,75179.0,9.3,93.4
NY,Shoreham village,143929.0,1.2,99.2
GA,Turin town,86875.0,6.3,92.7
KY,Dexter CDP,70303.0,11.5,81.4
NJ,Clearbrook Park CDP,41071.0,5.1,93.4
PA,Centre Hall borough,58594.0,6.0,94.9
SC,Piedmont CDP,37246.0,19.6,82.4
NJ,Forked River CDP,67167.0,12.3,91.9
OR,Netarts CDP,62045.0,9.1,94.6
OR,Wallowa,24688.0,29.9,90.6
AR,South Lead Hill town,41250.0,21.1,96.2
LA,Belcher village,31250.0,15.3,86.9
GA,Monroe,33097.0,31.7,77.8
AL,Cullman,38746.0,21.9,85.3
