State,City,Income,Poverty,Highschool
GA,Heron Bay CDP,74135.0,1.3,98.9
IA,Dundee,42083.0,10.5,92.5
FL,Highland CDP,64243.0,9.7,92.3
KS,Kinsley,42917.0,12.2,80.9
TN,Dayton,27594.0,35.1,72.8
GA,Twin,22829.0,55.2,68.3
MN,Gary,58750.0,12.1,90.6
PA,Wormleysburg borough,53487.0,17.0,92.9
MT,Geyser CDP,30500.0,18.8,96.1
NY,Mount Sinai CDP,108642.0,6.3,93.4
PA,Newville borough,40417.0,14.3,83.3
PA,Hannasville CDP,60179.0,1.7,92.5
WA,Kahlotus,46528.0,15.2,83.3
MN,Golden Valley,81534.0,8.2,96.8
IL,Williamson village,35000.0,17.0,89.4
IN,State Line town,48750.0,4.8,84.1
FL,Harlem Heights CDP,46555.0,30.6,70.9
MT,Lolo CDP,60276.0,7.3,97.0
WA,South Creek CDP,47292.0,2.0,87.0
MI,Lincoln village,24375.0,35.7,86.2
OH,Buchtel village,60063.0,12.0,90.2
WY,Lucerne CDP,55588.0,0.9,80.4
ME,Waldoboro CDP,17614.0,42.3,98.4
CA,Hanford,53986.0,20.5,80.8
CO,Lamar,35487.0,20.3,82.2
TX,Galveston,39098.0,24.6,81.9
WA,Maplewood CDP,90568.0,6.9,95.3
OH,Frazeysburg village,36797.0,17.9,82.8
NY,Balmville CDP,63750.0,7.5,95.2
CA,Vine Hill CDP,62208.0,18.4,74.2
GA,Royston,23775.0,26.6,71.6
AR,Nimmons town,21250.0,36.2,59.5
MO,Pacific,40929.0,19.3,86.1
IN,Rochester,36692.0,18.7,86.0
MN,Odessa,55625.0,11.3,91.4
AR,Wynne,39015.0,22.3,83.4
WA,Taholah CDP,29423.0,44.1,80.3
MN,Brooks,27250.0,25.8,65.3
CT,Waterford CDP,50250.0,7.6,88.4
IA,Rhodes,45000.0,15.3,90.9
IL,Nilwood town,45625.0,19.8,81.2
MO,Seymour,27344.0,25.0,78.1
FL,Lake Butler,27763.0,31.8,85.2
CO,Greenwood Village,117500.0,4.0,97.8
OH,Uniopolis village,70250.0,5.7,91.6
KY,Hebron Estates,61339.0,3.7,86.0
OH,East Liverpool,29385.0,28.9,81.5
SC,Smoaks town,44167.0,9.1,94.0
GA,Reynolds,27364.0,24.7,81.9
KY,Audubon Park,94943.0,2.1,97.2
TX,Sam Rayburn CDP,77083.0,0.7,92.5
TN,Jamestown,15721.0,50.5,66.5
OR,Tillamook,29889.0,31.6,86.3
CA,Sultana CDP,24950.0,60.5,28.8
AK,Ambler,42344.0,21.4,78.7
CO,Florence,36220.0,23.2,90.1
TX,Coyote Flats,49583.0,5.2,84.9
OK,Arapaho town,48889.0,16.4,84.7
MI,Holly village,53396.0,14.1,89.4
NE,Allen village,46875.0,11.0,95.0
MD,Fulton CDP,130766.0,10.2,97.5
WA,Woodland,62430.0,19.4,82.0
WY,Douglas,60060.0,9.2,91.2
OR,Cornelius,54390.0,12.5,65.8
FL,Palm Beach Shores town,53889.0,10.4,96.3
NM,Red River town,34643.0,16.2,99.2
SD,Virgil town,53125.0,0.0,57.1
UT,Deseret CDP,47738.0,4.2,88.0
NC,Bladenboro town,21587.0,35.1,78.1
MN,Magnolia,41667.0,12.9,80.0
KS,Redfield,36250.0,18.5,82.7
ME,Milford CDP,50260.0,14.7,94.8
MS,Bruce town,28631.0,31.9,81.1
KS,Partridge,46250.0,8.7,72.6
NC,Ossipee town,53500.0,12.6,84.5
SD,Stickney town,41964.0,12.8,91.8
WV,Bruceton Mills town,45179.0,3.7,94.6
FL,Treasure Island,61758.0,9.7,95.6
CA,Johnstonville CDP,70197.0,18.9,97.3
OH,Irondale village,39500.0,16.2,80.3
AL,Clio,19539.0,31.4,63.1
ID,Marsing,28199.0,28.8,65.5
AK,Lakes CDP,83574.0,7.3,95.1
FL,Floridatown CDP,85066.0,22.7,95.6
TX,Los Indios town,27500.0,27.8,58.0
FL,Eustis,35265.0,25.3,86.3
OK,Felt CDP,48125.0,35.2,83.0
NY,Farmingville CDP,95953.0,5.6,92.1
IL,Mazon village,62143.0,13.1,93.6
MD,Maryland CDP,99839.0,3.1,91.3
AL,Beaverton town,31875.0,8.1,87.9
NE,De Witt village,48250.0,12.3,93.4
ID,Caldwell,41048.0,20.6,79.1
OH,Sunbury village,69882.0,4.4,95.2
MD,Rosaryville CDP,117286.0,4.4,94.5
MI,Gaines village,37917.0,17.4,94.9
AK,South Van Horn CDP,65750.0,29.6,82.1
RI,Harrisville CDP,32260.0,16.3,89.3
MS,Charleston,26979.0,23.4,70.9
NJ,Woodland Park borough,78708.0,5.8,88.7
MO,El Dorado Springs,19760.0,45.7,75.3
GA,Marietta,44953.0,20.2,86.3
CO,Montrose,41717.0,22.2,88.4
CA,Mi-Wuk Village CDP,54758.0,11.2,90.4
IA,Blakesburg,32500.0,30.4,85.9
WI,Powers Lake CDP,63333.0,12.5,90.0
KS,Scranton,49167.0,10.9,85.0
TN,Goodlettsville,53763.0,11.9,88.9
MI,South Gull Lake CDP,86061.0,4.3,99.0
ND,Amenia,63750.0,2.4,87.3
IA,Manchester,45616.0,16.8,89.6
WA,Hoodsport CDP,32056.0,25.2,60.1
PA,Curtisville CDP,40491.0,0.0,92.4
IL,Crab Orchard CDP,39333.0,10.9,90.1
ID,Newdale,46442.0,10.3,92.2
IA,Atkins,84917.0,2.7,94.6
MT,Lame Deer CDP,26293.0,45.1,76.6
WV,Weston,31776.0,24.3,85.9
MO,Drexel,42625.0,12.8,88.7
OR,Bull Mountain CDP,96976.0,5.7,97.6
NE,Bassett,47500.0,15.0,92.9
SC,Converse CDP,20677.0,43.2,78.3
MT,Big Arm CDP,76154.0,0.0,83.7
WI,Hammond village,64674.0,4.4,95.7
MN,Dovray,30000.0,7.2,74.6
NE,Oakland,52731.0,15.3,91.6
TX,Alma town,51776.0,5.8,62.3
NE,Hebron,45383.0,11.9,91.2
PA,Zelienople borough,42600.0,6.7,92.9
PA,Idaville CDP,54018.0,4.5,97.6
CA,West Puente Valley CDP,64726.0,8.6,63.6
MN,Harris,50833.0,10.5,92.0
NY,Peach Lake CDP,113375.0,6.1,97.4
CA,Artois CDP,60500.0,1.8,78.5
NC,Bessemer,31540.0,23.4,77.9
OH,Lake Seneca CDP,53750.0,6.6,98.1
CA,Jacumba CDP,26034.0,0.0,62.5
PA,Dorneyville CDP,88056.0,1.1,96.6
MN,Clements,65536.0,11.9,66.7
OH,Youngstown,24133.0,38.3,81.7
KS,Burden,39167.0,14.1,93.0
CA,Leona Valley CDP,79728.0,6.6,88.9
AR,Bonanza,46071.0,9.7,78.0
OK,Kansas town,32446.0,26.3,77.6
AR,Caddo Valley town,42105.0,17.0,94.0
GA,Cusseta-Chattahoochee County unified government,43378.0,11.5,91.8
VA,Warrenton town,69617.0,7.5,92.6
KY,Park Hills,53508.0,19.5,90.0
SD,Doland,53125.0,0.0,90.5
PA,Egypt CDP,76464.0,3.3,93.8
MS,Mooreville CDP,51442.0,10.0,93.8
NY,Byersville CDP,53611.0,63.4,87.3
TX,Pampa,42205.0,14.0,79.7
FL,Lantana town,44786.0,24.0,81.2
IL,New Minden village,49250.0,8.2,87.6
MS,Corinth,31800.0,26.3,80.3
OH,Helena village,49375.0,24.0,89.2
WI,Boyceville village,37375.0,14.8,80.9
NC,Royal Pines CDP,70833.0,2.4,97.9
WA,Klahanie CDP,127589.0,2.8,97.7
KY,Park,40000.0,22.7,79.4
UT,Honeyville,56000.0,12.7,98.5
IA,Waucoma,37639.0,13.7,88.0
IL,Hinckley village,67045.0,3.8,93.5
PA,Telford borough,59706.0,11.1,86.5
FL,Oakleaf Plantation CDP,76891.0,7.1,91.4
ND,Rolla,38542.0,30.2,84.4
OH,Chilo village,35208.0,25.8,45.9
OK,Liberty CDP,45385.0,22.4,86.6
KS,Englewood,21875.0,47.6,98.2
MN,Pipestone,40233.0,19.6,84.3
TX,Crane,58803.0,11.8,72.2
GA,Bonanza CDP,46581.0,16.7,82.0
MO,Parkway village,39375.0,12.4,76.0
MI,Gwinn CDP,43348.0,10.4,96.1
AZ,Kaibab CDP,19375.0,29.9,72.5
CT,Ridgefield CDP,112875.0,3.0,98.1
PA,Kingston borough,47904.0,14.1,92.6
WI,Sherwood village,95993.0,2.5,99.3
PA,Topton borough,68646.0,4.8,93.7
NE,Winside village,52813.0,9.5,95.9
AZ,Theba CDP,32813.0,6.9,17.5
OK,Garber,37143.0,14.2,87.9
PA,Frackville borough,39355.0,21.0,91.7
WV,Charles Town,59483.0,10.6,83.8
NY,Smyrna village,35750.0,20.3,88.8
TX,Kurten town,62917.0,20.2,90.7
NY,Old Field village,208750.0,5.0,99.0
FL,Lake Helen,38942.0,11.8,85.4
FL,Pine Ridge CDP (Citrus County),48381.0,12.7,90.7
GA,Rincon town,62203.0,13.6,89.5
NJ,Garwood borough,73924.0,2.3,92.8
CA,Stonyford CDP,48333.0,27.7,77.8
AZ,Apache Junction,35671.0,24.0,85.5
HI,Whitmore Village CDP,70644.0,10.9,83.9
NE,Julian village,38000.0,8.2,82.8
OK,Hollis,28264.0,20.6,80.1
TN,Pine Crest CDP,27799.0,28.0,86.0
AZ,Oljato-Monument Valley CDP,18125.0,70.8,84.7
KY,Jackson,25217.0,38.9,70.9
OR,Redmond,40154.0,24.7,89.6
AL,Southside,65946.0,4.7,90.3
SC,Reidville town,59792.0,8.3,91.3
VA,Rose Hill CDP (Lee County),19375.0,37.1,64.4
IN,Noblesville,69841.0,6.9,94.4
AR,Fountain Hill town,28125.0,29.0,82.1
HI,Punaluu CDP,52000.0,7.3,93.0
FL,Fort Myers Beach town,55833.0,10.5,93.7
IN,Franklin,51033.0,12.1,88.9
CO,Segundo CDP,31250.0,14.4,81.1
AL,Livingston,14426.0,55.2,86.0
WV,War,20625.0,46.0,70.8
CA,La Honda CDP,73688.0,10.7,96.5
KS,Pretty Prairie,33750.0,26.6,90.2
MD,St. Leonard CDP,101667.0,0.0,92.6
AR,Fisher,41000.0,8.2,81.3
WA,Torboy CDP,36333.0,6.3,100.0
OH,Sinking Spring village,31250.0,23.4,69.9
OK,Hallett town,28750.0,23.0,74.4
AR,Central town,37875.0,13.5,85.6
MI,Goodrich village,67788.0,3.9,95.6
OH,Middletown,36374.0,24.9,82.9
TX,Eagle Pass,36907.0,26.2,66.1
MS,Waynesboro,19436.0,47.0,72.9
OK,Randlett town,37500.0,9.7,81.3
OH,Pioneer village,40938.0,16.1,85.8
CT,Wilton Center CDP,73250.0,0.0,98.6
KS,Enterprise,39792.0,15.3,89.6
AK,Kodiak Station CDP,61923.0,6.8,97.2
NC,Leggett town,49375.0,0.0,88.0
TX,West,37083.0,17.4,83.4
ID,Moyie Springs,35208.0,22.1,87.0
IA,Minburn,44318.0,5.5,94.2
MO,Kirksville,26178.0,34.5,88.4
UT,Taylorsville,58524.0,11.3,88.9
AL,Vinegar Bend CDP,77083.0,0.0,64.5
TN,Green Hill CDP,74559.0,3.6,95.6
PA,Fayetteville CDP,45333.0,12.7,92.2
NJ,Norwood borough,92203.0,4.7,93.4
NJ,Echelon CDP,51053.0,12.1,90.3
TN,Spring town,25685.0,31.7,76.8
OR,Heppner,40313.0,21.5,88.4
LA,Gueydan town,38458.0,18.8,71.3
NY,Remsen village,40769.0,25.5,88.8
KS,Gas,41875.0,5.6,87.7
CA,Day Valley CDP,75313.0,16.9,88.8
HI,Mountain View CDP,48317.0,34.9,97.6
MN,Nicollet,60592.0,7.0,95.5
PA,Port Matilda borough,56786.0,9.0,97.6
TN,Lakewood Park CDP,27807.0,38.1,68.4
KY,Chaplin CDP,31094.0,16.6,81.2
OH,St. Paris village,52292.0,9.5,88.2
PA,Rossiter CDP,38382.0,25.4,88.2
AR,Farmington,50609.0,11.4,92.3
WV,Westover,35792.0,23.1,91.0
IN,Tecumseh CDP,66216.0,6.9,98.7
IA,Hartwick,56250.0,3.0,98.5
WI,Big Bend village,72778.0,2.3,95.2
GA,Nunez,48750.0,15.0,67.2
LA,Gillis CDP,43862.0,10.3,86.3
TX,Mildred town,52083.0,11.9,81.9
LA,Leesville,37900.0,22.6,82.5
HI,Haleiwa CDP,63844.0,10.8,86.0
AL,Douglas town,29318.0,34.9,78.5
OH,New Paris village,29583.0,23.5,79.1
PA,Newell borough,50673.0,14.3,89.9
PA,Mill Creek borough,27500.0,15.5,81.4
VA,Bull Run CDP,64048.0,12.8,81.9
MT,Neihart town,46250.0,5.6,83.3
IA,Grundy Center,50000.0,10.5,94.0
CA,Olivehurst CDP,44065.0,18.8,69.6
MN,Mizpah,21458.0,23.6,94.8
PA,Chalfont borough,84706.0,3.5,93.5
WI,Mount Hope village,43125.0,12.2,92.2
MS,Inverness town,30250.0,32.3,77.3
PA,Glendon borough,49722.0,12.5,91.3
ID,Groveland CDP,55750.0,7.4,88.5
NC,Mulberry CDP,34491.0,24.3,76.2
AL,Westover town,58906.0,13.4,85.2
IN,Burns Harbor town,70750.0,10.8,91.1
PA,Narberth borough,89821.0,4.1,97.7
WI,Ripon,44605.0,11.7,89.4
UT,Sandy,79491.0,6.7,95.7
MN,Moose Lake,34375.0,38.9,93.9
NM,Placitas CDP (Sandoval County),76992.0,6.7,98.2
NY,North Boston CDP,52083.0,1.7,99.3
PA,Hickory Hills CDP,39773.0,0.9,96.9
OH,Summerside CDP,55896.0,14.2,88.8
OH,West Lafayette village,38986.0,17.8,84.8
KS,Plainville,45500.0,12.4,91.7
PA,Oakwood CDP,51129.0,11.3,82.8
MO,Avondale,52788.0,12.6,84.6
TX,Johnson,38090.0,14.1,88.7
AK,Houston,50438.0,14.8,90.2
WA,Midland CDP,41205.0,17.4,82.4
CA,Parksdale CDP,31364.0,36.7,56.3
CA,La Vina CDP,31094.0,43.0,43.6
CA,Kerman,41820.0,25.6,55.6
AR,Beebe,36558.0,28.8,83.6
SC,Blenheim town,34250.0,9.5,88.8
IL,Du Quoin,29708.0,27.9,86.6
NJ,Bridgeton,36208.0,32.0,61.5
NY,Northampton CDP,51333.0,9.0,73.6
UT,Eagle Mountain,69018.0,5.8,95.5
PA,Pymatuning Central CDP,41029.0,12.0,88.0
VA,South Hill town,38256.0,16.3,81.7
WI,North Freedom village,42969.0,15.0,82.2
FL,Key West,57042.0,12.9,90.2
OR,Yamhill,70208.0,7.9,95.2
PA,Kittanning borough,30899.0,22.6,83.5
IL,Glen Ellyn village,97039.0,7.1,95.3
UT,Hyde Park,73605.0,3.6,97.4
NY,Sanborn CDP,53598.0,5.3,89.4
FL,Seffner CDP,50795.0,17.3,89.9
OK,Kingston town,31780.0,17.0,79.2
MA,Andover CDP,72375.0,10.7,95.3
FL,Wewahitchka,28018.0,27.0,75.6
IA,Pierson,36250.0,10.9,92.0
KS,Albert,56250.0,0.6,96.5
KY,La Grange,54696.0,19.6,90.4
TX,Port Mansfield CDP,12321.0,32.9,100.0
MI,Grayling,30221.0,28.7,78.7
GA,Du Pont town,21071.0,29.4,66.2
MI,Norwood CDP,61000.0,2.6,100.0
IA,St. Donatus,51071.0,4.5,98.1
SD,Wessington Springs,42458.0,9.6,86.8
MO,Bunker,20938.0,42.2,65.0
VA,Stanleytown CDP,44338.0,10.5,83.5
TX,Inez CDP,68958.0,13.6,90.1
MO,Chilhowee town,26000.0,28.3,75.2
KS,Mound Valley,35750.0,15.5,83.3
KY,Greenville,39891.0,16.6,74.8
WI,Wausaukee village,23603.0,36.1,82.9
OR,Adair Village,57150.0,13.4,98.5
WV,Clearview village,60625.0,3.5,96.0
SD,Conde,41000.0,6.0,87.4
OH,Forestville CDP,65227.0,11.5,95.2
NJ,Northfield,68854.0,12.4,91.1
TX,Runaway Bay,80275.0,4.6,94.0
WI,Glen Haven CDP,25625.0,37.2,82.8
AL,Uniontown town,14967.0,48.4,66.1
MS,Vardaman town,27321.0,25.1,64.9
TX,Payne Springs town,41875.0,16.0,82.4
FL,El Portal village,52216.0,16.0,88.4
NC,Mooresville town,63792.0,10.3,92.4
FL,Winter Beach CDP,60795.0,19.7,88.4
IL,Edgewood village,39185.0,7.8,82.4
OH,Ashtabula,28265.0,34.8,80.9
MN,Shafer,53125.0,9.0,92.4
NE,Pilger village,36250.0,16.3,91.5
OR,Barlow,39375.0,21.1,72.4
MD,Funkstown town,47250.0,7.9,87.0
TN,Morristown,30846.0,28.9,77.0
WV,Paden,35898.0,20.7,83.8
NJ,Ridgefield Park village,63841.0,6.5,91.0
TX,Matador town,30903.0,12.0,82.3
LA,Elmwood CDP,56932.0,7.7,96.6
OK,Boise,46500.0,20.7,82.9
CA,Penryn CDP,72063.0,7.6,94.8
KS,Hamilton,34167.0,20.5,95.4
MI,Ionia,34653.0,29.5,81.1
AR,Cave,26194.0,32.1,80.3
TX,Boys Ranch CDP,69375.0,0.0,100.0
AR,Montrose,27708.0,39.5,76.4
MT,Ryegate town,48125.0,10.2,87.4
AR,Casa town,45313.0,11.1,81.4
FL,Yalaha CDP,85083.0,1.3,94.8
AR,Belleville,35000.0,21.2,69.5
OK,Wynnewood,31667.0,23.7,82.9
PA,Big Beaver borough,60625.0,6.6,92.4
NE,Bridgeport,45500.0,9.3,90.0
MI,Lake Fenton CDP,65195.0,8.3,97.0
WA,Cashmere,52461.0,10.2,84.9
KY,Strathmoor Manor,124107.0,2.2,100.0
NC,Cherokee CDP,27338.0,19.5,80.0
FL,Garden Grove CDP,29911.0,8.0,88.4
NV,Silver Peak CDP,68625.0,0.0,100.0
IA,Gladbrook,60078.0,4.4,96.3
IA,Lawton,65556.0,3.2,95.5
PA,Defiance CDP,57188.0,7.6,100.0
NM,La Villita CDP,38774.0,19.1,79.1
AZ,Crozier CDP,45208.0,12.5,86.4
NY,Cragsmoor CDP,86250.0,3.5,93.5
ND,Leith,58125.0,0.0,100.0
VA,St. Paul town,44643.0,21.0,79.9
TX,Tornillo CDP,27404.0,36.1,49.2
MS,Batesville,50578.0,15.2,84.7
VA,Keysville town,22400.0,28.7,77.9
FL,North River Shores CDP,46206.0,20.3,95.4
WI,Hilbert village,45804.0,6.2,83.1
WV,Brookhaven CDP,60969.0,11.7,89.1
FL,Olympia Heights CDP,59668.0,14.8,81.7
HI,Pakala Village CDP,58594.0,7.3,79.2
WI,Milladore village,52188.0,16.7,89.0
CT,East Hartford CDP,48369.0,15.4,84.0
IL,Donovan village,40313.0,27.9,90.8
ME,Fairfield CDP,42037.0,25.7,88.7
MI,Litchfield,36750.0,25.9,89.3
WY,Star Valley Ranch town,70326.0,4.8,88.5
WV,Barrackville town,47344.0,13.5,86.9
CA,Avocado Heights CDP,71148.0,12.8,73.0
VA,Fair Oaks CDP,101899.0,9.3,97.0
MO,Passaic town,33750.0,18.4,88.9
VA,Purcellville town,124276.0,3.4,95.1
MA,Rowley CDP,74583.0,6.3,95.0
FL,Whitfield CDP (Santa Rosa County),32000.0,8.2,79.1
MO,Pilot Grove,35972.0,17.8,87.0
MN,Rutledge,38125.0,18.0,85.2
CO,Idledale CDP,72188.0,0.0,88.0
UT,Stansbury Park CDP,82097.0,3.5,98.9
AZ,Maricopa Colony CDP,33929.0,41.0,69.1
NE,Roseland village,55714.0,3.6,88.3
IA,Quimby,40625.0,22.1,76.5
IA,Lamont,42031.0,8.7,87.0
OK,Oktaha town,39250.0,22.5,81.1
AZ,Strawberry CDP,42422.0,6.0,93.3
IN,Whiting,52586.0,16.6,87.8
CA,Ferndale,43548.0,9.5,93.8
TX,Gonzales,34271.0,29.4,67.8
VA,Pantops CDP,62243.0,2.5,92.3
CA,La Riviera CDP,57138.0,21.0,93.2
MO,Linn Creek,43333.0,21.1,85.3
NY,Phoenicia CDP,37586.0,5.6,100.0
ND,Leonard,56250.0,9.5,91.0
PA,Quentin CDP,61000.0,13.1,98.2
AR,Midway town,44107.0,10.2,87.7
SD,New Underwood,48333.0,13.5,94.2
NE,Macy CDP,20536.0,66.2,73.2
UT,Holden town,45714.0,13.1,97.4
SD,Bushnell town,45714.0,18.0,100.0
KY,Ferguson,37813.0,23.2,84.5
NE,Crofton,46250.0,8.5,94.1
MN,Dent,38125.0,15.5,85.7
PA,Southview CDP,75714.0,10.0,75.7
CT,South Coventry CDP,75099.0,1.1,93.9
MN,Preston,43150.0,14.1,93.4
MI,Manistee,36338.0,19.0,92.2
NE,Hoskins village,45833.0,1.5,87.4
NE,Hayes Center village,36250.0,9.1,79.2
PA,New Freedom borough,84167.0,2.6,93.8
TX,Petersburg,40000.0,27.2,66.7
PA,South Coatesville borough,55588.0,19.3,92.4
IA,Swaledale,38077.0,23.5,95.2
NM,San Pedro CDP,59787.0,0.0,100.0
MN,Spring Hill,36250.0,6.3,73.8
TX,Kerrville,39206.0,15.6,85.7
TX,La Paloma Ranchettes CDP,73510.0,32.0,74.8
SD,Watertown,46766.0,11.1,91.6
WI,Bangor village,53413.0,6.1,90.9
MS,Sidon town,15139.0,73.8,73.3
ID,Riverside CDP,59250.0,29.5,86.8
NJ,Englewood Cliffs borough,140605.0,3.5,92.1
NJ,Strathmore CDP,113922.0,3.9,95.5
MO,Cedar Hill CDP,55156.0,11.5,87.9
SD,Herreid,38000.0,13.7,92.9
MO,Hayti,22964.0,27.4,72.0
AR,Hartford,28646.0,32.9,80.1
TX,Richmond,46559.0,21.6,64.5
LA,Jeanerette,33238.0,28.1,78.7
TX,Valley View,68289.0,3.4,81.3
CA,Poplar-Cotton Center CDP,21627.0,55.4,47.9
LA,Heflin village,51250.0,2.7,94.7
WA,East Cathlamet CDP,50294.0,10.2,90.4
FL,Point Baker CDP,56250.0,18.3,85.4
MT,Beaver Creek CDP,76875.0,12.8,93.8
NE,Bertrand village,44500.0,6.5,92.4
AR,Gum Springs town,25500.0,26.2,91.8
VA,Haysi town,38750.0,14.9,63.4
PA,Glen Campbell borough,36875.0,16.3,85.2
MS,D'Lo town,35455.0,31.1,84.9
MT,Conrad,39063.0,16.8,88.0
OR,Long Creek,43438.0,22.0,89.4
LA,Lutcher town,42368.0,15.8,82.4
MS,Tupelo,41487.0,23.3,87.2
MS,Elliott CDP,30341.0,39.5,70.1
TN,Lakeland,96964.0,4.4,94.9
NY,DeRuyter village,35521.0,21.8,92.2
AR,Hot Springs Village CDP,54936.0,4.9,96.2
ND,Dwight,72917.0,0.0,86.2
SD,Soldier Creek CDP,15729.0,89.6,41.4
IN,Milltown town,30586.0,11.9,78.5
OH,Adamsville village,29792.0,37.6,90.8
TN,Surgoinsville town,51357.0,10.9,82.9
IL,Gridley village,63125.0,4.1,94.1
MO,Black Jack,53357.0,14.3,92.8
IL,Peoria,45552.0,22.4,88.5
CA,Mayflower Village CDP,65395.0,7.2,87.8
NY,Mount Morris village,36875.0,21.4,84.5
IA,Avoca,50735.0,9.7,89.9
OK,Marietta,38750.0,23.7,77.7
KS,Edna,52375.0,6.5,95.0
UT,Ephraim,39392.0,31.4,88.0
UT,Mona,69010.0,6.1,92.5
TX,Burton,60625.0,4.1,94.1
OK,Catoosa,50750.0,11.1,87.6
CO,Nederland town,60000.0,17.8,97.5
ID,Kendrick,45556.0,15.8,81.3
IA,West Point,52768.0,8.5,95.6
NM,Napi Headquarters CDP,29643.0,33.1,69.1
ID,Rockford CDP,74861.0,0.0,79.3
CA,Stinson Beach CDP,108750.0,3.5,100.0
RI,Newport East CDP,61364.0,10.4,91.5
CA,Smith River CDP,42944.0,27.8,84.8
CA,Bolinas CDP,74524.0,16.9,95.6
OH,Custar village,42500.0,20.0,89.8
IL,Palestine village,35855.0,20.1,90.6
CA,Las Flores CDP (Tehama County),29803.0,5.2,48.1
TX,Woodcreek,58438.0,7.3,95.6
OK,Schulter town,29063.0,36.5,74.7
VA,Calverton CDP,31540.0,0.0,81.6
OK,Pond Creek,43281.0,11.5,86.3
UT,Beaver,48309.0,11.3,93.7
HI,Schofield Barracks CDP,52934.0,8.6,97.3
IA,West Chester,31429.0,10.4,80.7
MS,Abbeville town,49583.0,10.4,80.0
KS,Mildred,35000.0,3.8,66.7
MD,Poolesville town,151307.0,1.9,97.1
OK,Alva,50151.0,19.6,88.0
WI,Richfield village,93919.0,2.8,95.8
VA,Timberville town,40645.0,21.2,80.2
IL,La Grange Park village,75116.0,6.9,94.8
MS,Falkner town,40625.0,12.7,79.7
MI,Shepherd village,39150.0,13.8,94.0
NY,Tuckahoe CDP,101484.0,4.7,83.9
CA,Ahwahnee CDP,62715.0,11.7,92.5
AL,Gainesville town,14444.0,40.9,76.7
IL,Virden,43617.0,7.4,84.5
WI,Bloomington village,42083.0,17.1,95.2
OH,Chauncey village,27232.0,36.6,78.9
MN,Keewatin,40714.0,19.5,88.4
CA,Ione,50231.0,13.7,88.5
NE,Garrison village,48750.0,26.5,80.0
OK,Panama town,24423.0,34.3,77.6
OK,Carmen town,51250.0,8.3,92.5
KY,Fincastle,75556.0,6.1,92.8
KS,Cambridge,50625.0,2.5,93.0
MO,Saginaw village,40313.0,23.8,93.2
LA,Plaucheville village,33750.0,20.8,80.5
MO,Brimson village,20625.0,38.1,85.7
NE,Beaver,36776.0,21.2,86.5
OK,Pawhuska,37292.0,19.8,89.4
UT,Lehi,77662.0,5.7,96.8
MO,Tuscumbia town,43750.0,15.1,77.3
TX,Cleburne,48059.0,18.7,77.5
MO,Bellefontaine Neighbors,35556.0,26.8,86.8
NM,Pueblo of Sandia Village CDP,40000.0,28.2,95.4
AL,Coosada town,47406.0,23.5,84.3
FL,Quail Ridge CDP,49946.0,17.5,91.0
OH,Coalton village,28850.0,33.2,79.7
SC,Darlington,26667.0,28.6,79.3
WA,Oroville,30082.0,35.5,79.3
NY,Greenville CDP (Greene County),45333.0,10.5,79.1
NJ,Harmony CDP,63571.0,2.9,92.0
PA,Oswayo borough,43750.0,20.1,83.5
AZ,Marana town,74438.0,5.8,94.1
KS,Hesston,59646.0,11.1,99.3
MO,Polo,32500.0,24.9,85.6
NM,Atoka CDP,60903.0,5.5,65.2
WY,Eden CDP,38750.0,5.6,97.0
ND,Jud,26250.0,7.0,97.8
NH,Colebrook CDP,35625.0,23.8,87.8
WA,Purdy CDP,39574.0,13.4,96.1
OH,Chesterland CDP,54825.0,5.9,94.8
VA,Lake Land'Or CDP,75907.0,7.3,92.4
WY,Glenrock town,56364.0,10.8,93.5
IL,St. Anne village,43981.0,19.5,81.9
OH,Barberton,37717.0,19.5,85.2
PA,Vandergrift borough,37058.0,20.8,88.9
WA,Raymond,32475.0,25.6,81.8
LA,Rayne,30575.0,23.2,69.8
IL,Deer Grove village,45000.0,13.2,85.7
WI,Adams,28341.0,21.1,82.7
WI,Greenleaf CDP,43309.0,24.2,80.2
CT,Milford (balance),80156.0,6.7,94.1
CA,Orosi CDP,34724.0,26.6,44.1
NJ,Avenel CDP,68261.0,7.2,92.4
CO,Crested Butte town,59659.0,13.3,98.3
MN,Searles CDP,66250.0,16.8,90.1
NH,Rochester,46979.0,13.2,88.3
PA,Montrose Manor CDP,48438.0,12.2,92.2
SC,Antreville CDP,27446.0,3.3,42.7
MO,Big Lake village,39250.0,4.9,94.6
MI,Michigan Center CDP,43506.0,17.2,83.8
VA,McNair CDP,106098.0,2.0,93.0
MA,Holyoke,36608.0,28.8,77.3
NY,East Massapequa CDP,94589.0,5.8,92.4
IL,Winnetka village,211773.0,1.8,99.1
IA,Jacksonville CDP,18594.0,25.8,100.0
NC,Lawndale town,31750.0,21.4,82.8
VA,Radford,29912.0,39.0,89.4
AZ,Wellton town,42869.0,12.7,84.7
OR,Tumalo CDP,125625.0,5.2,93.1
WY,Diamondville town,70069.0,6.1,96.8
WI,Whitefish Bay village,102933.0,4.2,98.2
CA,Irvine,92278.0,12.3,96.3
FL,Laguna Beach CDP,45978.0,11.7,87.2
CA,Armona CDP,35500.0,25.4,65.3
TX,The Hills village,125357.0,1.1,99.8
WI,Weyauwega,38409.0,17.5,84.8
KY,Hardyville CDP,53438.0,12.3,70.0
